,Date,Korean won   (KRW)                     
1006,14-Nov-1997,987.4
1007,17-Nov-1997,986.5
1008,18-Nov-1997,990.6
1009,19-Nov-1997,1012.8
1010,20-Nov-1997,1035.5
1011,21-Nov-1997,1139.0
1013,25-Nov-1997,1100.5
1014,26-Nov-1997,1117.5
1015,27-Nov-1997,1113.8
1016,28-Nov-1997,1112.3
1017,1-Dec-1997,1163.8
1018,2-Dec-1997,1174.4
1019,3-Dec-1997,1240.6
1020,4-Dec-1997,1249.5
1021,5-Dec-1997,1156.1
1022,8-Dec-1997,1220.4
1023,9-Dec-1997,1332.5
1025,11-Dec-1997,1563.5
1026,12-Dec-1997,1719.5
1027,15-Dec-1997,1737.6
1028,16-Dec-1997,1643.7
1029,17-Dec-1997,1405.9
1031,19-Dec-1997,1486.4
1032,22-Dec-1997,1618.0
1033,23-Dec-1997,1685.3
1034,24-Dec-1997,1964.8
1037,29-Dec-1997,1512.9
1038,30-Dec-1997,1449.2
1039,31-Dec-1997,1415.2
1041,5-Jan-1998,1695.8
1042,6-Jan-1998,1716.3
1043,7-Jan-1998,1790.0
1044,8-Jan-1998,1761.0
1046,12-Jan-1998,1805.3
1048,14-Jan-1998,1755.7
1049,15-Jan-1998,1715.1
1050,16-Jan-1998,1597.2
1051,19-Jan-1998,1621.9
1052,20-Jan-1998,1581.1
1053,21-Jan-1998,1637.2
1054,22-Jan-1998,1714.4
1055,23-Jan-1998,1746.8
1056,26-Jan-1998,1749.9
1060,30-Jan-1998,1688.8
1061,2-Feb-1998,1572.9
1062,3-Feb-1998,1553.1
1063,4-Feb-1998,1566.9
1064,5-Feb-1998,1600.0
1065,6-Feb-1998,1606.2
1066,9-Feb-1998,1574.6
1067,10-Feb-1998,1553.3
1068,11-Feb-1998,1592.9
1069,12-Feb-1998,1602.9
1070,13-Feb-1998,1625.8
1071,16-Feb-1998,1621.5
1072,17-Feb-1998,1639.4
1073,18-Feb-1998,1707.3
1074,19-Feb-1998,1704.4
1075,20-Feb-1998,1696.3
1076,23-Feb-1998,1645.2
1077,24-Feb-1998,1656.2
1078,25-Feb-1998,1658.3
1079,26-Feb-1998,1642.2
1080,27-Feb-1998,1652.6
1081,2-Mar-1998,1640.1
1082,3-Mar-1998,1570.6
1083,4-Mar-1998,1545.6
1084,5-Mar-1998,1563.7
1086,9-Mar-1998,1637.6
1087,10-Mar-1998,1608.5
1088,11-Mar-1998,1584.9
1089,12-Mar-1998,1580.9
1090,13-Mar-1998,1563.3
1091,16-Mar-1998,1537.7
1092,17-Mar-1998,1472.4
1093,18-Mar-1998,1455.4
1094,19-Mar-1998,1481.6
1095,20-Mar-1998,1489.6
1096,23-Mar-1998,1457.0
1097,24-Mar-1998,1402.3
1098,25-Mar-1998,1400.4
1099,26-Mar-1998,1379.9
1100,27-Mar-1998,1387.9
1101,30-Mar-1998,1380.7
1102,31-Mar-1998,1378.8
1103,1-Apr-1998,1387.0
1104,2-Apr-1998,1382.5
1105,3-Apr-1998,1410.6
1106,6-Apr-1998,1445.1
1107,7-Apr-1998,1469.7
1108,8-Apr-1998,1443.1
1109,9-Apr-1998,1407.5
1110,10-Apr-1998,1382.9
1111,13-Apr-1998,1380.2
1112,14-Apr-1998,1395.0
1113,15-Apr-1998,1413.5
1114,16-Apr-1998,1400.5
1115,17-Apr-1998,1395.5
1116,20-Apr-1998,1381.3
1117,21-Apr-1998,1388.3
1118,22-Apr-1998,1378.9
1119,23-Apr-1998,1372.2
1120,24-Apr-1998,1371.0
1121,27-Apr-1998,1366.7
1122,28-Apr-1998,1359.9
1123,29-Apr-1998,1348.3
1124,30-Apr-1998,1338.2
1126,4-May-1998,1335.2
1128,6-May-1998,1348.6
1129,7-May-1998,1349.1
1130,8-May-1998,1393.5
1131,11-May-1998,1392.4
1132,12-May-1998,1390.7
1133,13-May-1998,1391.4
1134,14-May-1998,1399.4
1135,15-May-1998,1410.2
1136,18-May-1998,1435.0
1140,22-May-1998,1387.2
1141,25-May-1998,1380.3
1142,26-May-1998,1384.4
1144,28-May-1998,1405.7
1145,29-May-1998,1400.8
1147,2-Jun-1998,1400.2
1148,3-Jun-1998,1403.4
1150,5-Jun-1998,1391.8
1151,8-Jun-1998,1395.7
1152,9-Jun-1998,1403.6
1153,10-Jun-1998,1399.2
1154,11-Jun-1998,1391.8
1155,12-Jun-1998,1389.2
1156,15-Jun-1998,1400.3
1157,16-Jun-1998,1416.2
1158,17-Jun-1998,1428.3
1159,18-Jun-1998,1419.5
1160,19-Jun-1998,1392.1
1161,22-Jun-1998,1400.0
1162,23-Jun-1998,1399.6
1163,24-Jun-1998,1386.0
1164,25-Jun-1998,1385.4
1165,26-Jun-1998,1372.6
1166,29-Jun-1998,1382.6
1167,30-Jun-1998,1385.2
1168,1-Jul-1998,1374.7
1169,2-Jul-1998,1365.4
1170,3-Jul-1998,1367.6
1171,6-Jul-1998,1360.5
1172,7-Jul-1998,1346.0
1173,8-Jul-1998,1347.7
1174,9-Jul-1998,1333.4
1175,10-Jul-1998,1317.9
1176,13-Jul-1998,1311.9
1177,14-Jul-1998,1312.7
1178,15-Jul-1998,1294.6
1179,16-Jul-1998,1277.6
1181,20-Jul-1998,1281.8
1182,21-Jul-1998,1286.7
1183,22-Jul-1998,1289.7
1184,23-Jul-1998,1291.6
1185,24-Jul-1998,1281.3
1186,27-Jul-1998,1251.4
1187,28-Jul-1998,1218.6
1188,29-Jul-1998,1222.5
1189,30-Jul-1998,1244.9
1190,31-Jul-1998,1236.0
1191,3-Aug-1998,1227.4
1192,4-Aug-1998,1242.4
1193,5-Aug-1998,1236.8
1194,6-Aug-1998,1254.0
1195,7-Aug-1998,1306.7
1196,10-Aug-1998,1326.1
1197,11-Aug-1998,1347.0
1198,12-Aug-1998,1334.1
1199,13-Aug-1998,1333.8
1200,14-Aug-1998,1336.4
1201,17-Aug-1998,1324.2
1202,18-Aug-1998,1330.2
1203,19-Aug-1998,1325.1
1204,20-Aug-1998,1304.8
1205,21-Aug-1998,1297.9
1206,24-Aug-1998,1300.9
1207,25-Aug-1998,1304.5
1208,26-Aug-1998,1306.0
1209,27-Aug-1998,1308.5
1210,28-Aug-1998,1315.6
1211,31-Aug-1998,1331.8
1212,1-Sep-1998,1351.8
1213,2-Sep-1998,1355.2
1214,3-Sep-1998,1343.9
1215,4-Sep-1998,1333.6
1216,7-Sep-1998,1331.7
1217,8-Sep-1998,1340.2
1218,9-Sep-1998,1355.5
1219,10-Sep-1998,1362.1
1220,11-Sep-1998,1367.3
1221,14-Sep-1998,1369.7
1222,15-Sep-1998,1388.1
1223,16-Sep-1998,1390.8
1224,17-Sep-1998,1376.6
1225,18-Sep-1998,1380.6
1226,21-Sep-1998,1388.1
1227,22-Sep-1998,1390.1
1229,24-Sep-1998,1403.9
1230,25-Sep-1998,1395.6
1231,28-Sep-1998,1386.5
1232,29-Sep-1998,1384.3
1233,30-Sep-1998,1373.6
1234,1-Oct-1998,1385.4
1235,2-Oct-1998,1388.6
1238,7-Oct-1998,1386.5
1239,8-Oct-1998,1381.7
1240,9-Oct-1998,1361.0
1241,12-Oct-1998,1337.3
1242,13-Oct-1998,1317.6
1243,14-Oct-1998,1339.3
1244,15-Oct-1998,1350.8
1245,16-Oct-1998,1336.6
1246,19-Oct-1998,1322.9
1247,20-Oct-1998,1317.0
1248,21-Oct-1998,1327.6
1249,22-Oct-1998,1328.5
1250,23-Oct-1998,1323.8
1251,26-Oct-1998,1318.2
1252,27-Oct-1998,1313.3
1253,28-Oct-1998,1316.9
1254,29-Oct-1998,1321.0
1255,30-Oct-1998,1315.1
1256,2-Nov-1998,1313.8
1257,3-Nov-1998,1318.0
1258,4-Nov-1998,1317.3
1259,5-Nov-1998,1312.5
1260,6-Nov-1998,1315.0
1261,9-Nov-1998,1315.0
1262,10-Nov-1998,1314.2
1263,11-Nov-1998,1319.7
1264,12-Nov-1998,1316.7
1265,13-Nov-1998,1315.9
1267,17-Nov-1998,1316.9
1268,18-Nov-1998,1311.3
1269,19-Nov-1998,1299.5
1270,20-Nov-1998,1291.4
1271,23-Nov-1998,1272.8
1272,24-Nov-1998,1249.5
1273,25-Nov-1998,1251.1
1274,26-Nov-1998,1252.7
1275,27-Nov-1998,1244.5
1276,30-Nov-1998,1243.7
1277,1-Dec-1998,1248.0
1278,2-Dec-1998,1241.7
1279,3-Dec-1998,1237.2
1280,4-Dec-1998,1229.2
1281,7-Dec-1998,1214.8
1282,8-Dec-1998,1208.2
1283,9-Dec-1998,1217.0
1284,10-Dec-1998,1212.2
1285,11-Dec-1998,1207.9
1286,14-Dec-1998,1208.1
1287,15-Dec-1998,1208.4
1288,16-Dec-1998,1210.0
1289,17-Dec-1998,1210.5
1290,18-Dec-1998,1210.0
1291,21-Dec-1998,1208.5
1292,22-Dec-1998,1198.6
1293,23-Dec-1998,1205.4
1294,24-Dec-1998,1206.8
1296,28-Dec-1998,1207.0
1297,29-Dec-1998,1209.9
1298,30-Dec-1998,1209.3
1300,4-Jan-1999,1195.8
1301,5-Jan-1999,1189.9
1302,6-Jan-1999,1167.5
1303,7-Jan-1999,1159.2
1306,12-Jan-1999,1173.3
1307,13-Jan-1999,1171.7
1308,14-Jan-1999,1172.9
1309,15-Jan-1999,1184.7
1310,18-Jan-1999,1186.3
1311,19-Jan-1999,1179.2
1314,22-Jan-1999,1174.1
1315,25-Jan-1999,1175.5
1316,26-Jan-1999,1185.6
1317,27-Jan-1999,1176.1
1318,28-Jan-1999,1175.6
1319,29-Jan-1999,1175.1
1321,2-Feb-1999,1175.2
1322,3-Feb-1999,1172.3
1323,4-Feb-1999,1170.7
1324,5-Feb-1999,1170.3
1325,8-Feb-1999,1170.1
1326,9-Feb-1999,1174.0
1327,10-Feb-1999,1176.2
1328,11-Feb-1999,1178.5
1333,18-Feb-1999,1175.4
1334,19-Feb-1999,1182.4
1335,22-Feb-1999,1197.3
1336,23-Feb-1999,1217.9
1337,24-Feb-1999,1209.8
1338,25-Feb-1999,1214.4
1339,26-Feb-1999,1221.7
1341,2-Mar-1999,1222.4
1342,3-Mar-1999,1224.2
1343,4-Mar-1999,1229.7
1344,5-Mar-1999,1238.3
1345,8-Mar-1999,1242.7
1346,9-Mar-1999,1242.6
1347,10-Mar-1999,1236.3
1348,11-Mar-1999,1232.6
1349,12-Mar-1999,1230.3
1350,15-Mar-1999,1233.6
1351,16-Mar-1999,1232.6
1352,17-Mar-1999,1228.7
1353,18-Mar-1999,1228.2
1354,19-Mar-1999,1226.3
1356,23-Mar-1999,1222.2
1357,24-Mar-1999,1225.7
1358,25-Mar-1999,1223.2
1359,26-Mar-1999,1223.0
1360,29-Mar-1999,1222.9
1361,30-Mar-1999,1227.3
1362,31-Mar-1999,1224.7
1363,1-Apr-1999,1225.9
1364,2-Apr-1999,1224.3
1367,7-Apr-1999,1225.5
1368,8-Apr-1999,1222.8
1369,9-Apr-1999,1223.3
1370,12-Apr-1999,1223.2
1371,13-Apr-1999,1223.0
1372,14-Apr-1999,1222.6
1373,15-Apr-1999,1215.7
1374,16-Apr-1999,1217.5
1375,19-Apr-1999,1218.5
1376,20-Apr-1999,1209.6
1377,21-Apr-1999,1189.9
1378,22-Apr-1999,1188.1
1380,26-Apr-1999,1189.9
1381,27-Apr-1999,1185.7
1382,28-Apr-1999,1183.5
1383,29-Apr-1999,1180.2
1384,30-Apr-1999,1176.4
1385,3-May-1999,1184.0
1386,4-May-1999,1189.4
1388,6-May-1999,1196.6
1390,10-May-1999,1201.4
1391,11-May-1999,1201.6
1392,12-May-1999,1200.2
1393,13-May-1999,1203.0
1394,14-May-1999,1206.4
1395,17-May-1999,1207.5
1396,18-May-1999,1210.1
1397,19-May-1999,1201.7
1398,20-May-1999,1201.1
1399,21-May-1999,1197.9
1400,24-May-1999,1191.0
1401,25-May-1999,1190.8
1402,26-May-1999,1186.2
1403,27-May-1999,1189.8
1404,28-May-1999,1191.1
1405,31-May-1999,1186.3
1406,1-Jun-1999,1186.4
1407,2-Jun-1999,1188.4
1408,3-Jun-1999,1186.3
1409,4-Jun-1999,1186.0
1410,7-Jun-1999,1182.9
1411,8-Jun-1999,1184.2
1412,9-Jun-1999,1180.8
1413,10-Jun-1999,1166.7
1414,11-Jun-1999,1161.9
1415,14-Jun-1999,1167.8
1416,15-Jun-1999,1170.5
1417,16-Jun-1999,1167.1
1418,17-Jun-1999,1163.0
1419,18-Jun-1999,1165.7
1420,21-Jun-1999,1165.9
1421,22-Jun-1999,1166.2
1422,23-Jun-1999,1162.1
1423,24-Jun-1999,1162.8
1424,25-Jun-1999,1160.3
1425,28-Jun-1999,1154.7
1426,29-Jun-1999,1153.5
1427,30-Jun-1999,1155.9
1428,1-Jul-1999,1158.6
1429,2-Jul-1999,1160.7
1430,5-Jul-1999,1166.8
1431,6-Jul-1999,1163.3
1432,7-Jul-1999,1166.2
1433,8-Jul-1999,1171.1
1434,9-Jul-1999,1178.4
1435,12-Jul-1999,1187.5
1436,13-Jul-1999,1186.6
1437,14-Jul-1999,1176.8
1438,15-Jul-1999,1180.7
1439,16-Jul-1999,1184.2
1440,19-Jul-1999,1181.7
1441,20-Jul-1999,1186.1
1442,21-Jul-1999,1192.2
1443,22-Jul-1999,1197.4
1444,23-Jul-1999,1206.6
1445,26-Jul-1999,1208.4
1446,27-Jul-1999,1209.2
1447,28-Jul-1999,1204.7
1448,29-Jul-1999,1199.2
1449,30-Jul-1999,1201.1
1450,2-Aug-1999,1206.9
1451,3-Aug-1999,1204.1
1452,4-Aug-1999,1198.4
1453,5-Aug-1999,1199.6
1454,6-Aug-1999,1201.3
1455,9-Aug-1999,1200.6
1456,10-Aug-1999,1198.9
1457,11-Aug-1999,1199.6
1458,12-Aug-1999,1200.3
1459,13-Aug-1999,1205.7
1460,16-Aug-1999,1207.7
1461,17-Aug-1999,1204.6
1462,18-Aug-1999,1203.7
1463,19-Aug-1999,1204.9
1464,20-Aug-1999,1199.4
1465,23-Aug-1999,1201.2
1466,24-Aug-1999,1197.5
1467,25-Aug-1999,1200.0
1468,26-Aug-1999,1195.0
1469,27-Aug-1999,1190.9
1470,30-Aug-1999,1189.9
1471,31-Aug-1999,1184.9
1472,1-Sep-1999,1184.7
1473,2-Sep-1999,1182.1
1474,3-Sep-1999,1188.1
1475,6-Sep-1999,1194.3
1476,7-Sep-1999,1192.6
1477,8-Sep-1999,1193.3
1478,9-Sep-1999,1194.4
1479,10-Sep-1999,1191.0
1480,13-Sep-1999,1191.0
1481,14-Sep-1999,1192.2
1482,15-Sep-1999,1190.7
1483,16-Sep-1999,1192.7
1484,17-Sep-1999,1194.8
1485,20-Sep-1999,1204.1
1486,21-Sep-1999,1202.3
1487,22-Sep-1999,1202.7
1490,27-Sep-1999,1207.3
1491,28-Sep-1999,1210.6
1492,29-Sep-1999,1213.3
1493,30-Sep-1999,1218.7
1494,1-Oct-1999,1216.4
1495,4-Oct-1999,1216.3
1496,5-Oct-1999,1215.7
1497,6-Oct-1999,1211.1
1498,7-Oct-1999,1206.6
1499,8-Oct-1999,1203.2
1500,11-Oct-1999,1202.7
1501,12-Oct-1999,1203.9
1502,13-Oct-1999,1205.5
1503,14-Oct-1999,1203.8
1504,15-Oct-1999,1206.6
1505,18-Oct-1999,1206.7
1506,19-Oct-1999,1204.5
1507,20-Oct-1999,1204.5
1508,21-Oct-1999,1204.7
1509,22-Oct-1999,1205.1
1510,25-Oct-1999,1205.7
1511,26-Oct-1999,1205.7
1512,27-Oct-1999,1204.1
1513,28-Oct-1999,1202.0
1514,29-Oct-1999,1199.2
1515,1-Nov-1999,1200.5
1516,2-Nov-1999,1195.9
1517,3-Nov-1999,1193.4
1518,4-Nov-1999,1193.7
1519,5-Nov-1999,1187.3
1520,8-Nov-1999,1183.9
1521,9-Nov-1999,1184.3
1522,10-Nov-1999,1183.6
1523,11-Nov-1999,1182.1
1524,12-Nov-1999,1176.6
1525,15-Nov-1999,1168.7
1526,16-Nov-1999,1176.2
1527,17-Nov-1999,1184.0
1528,18-Nov-1999,1177.8
1529,19-Nov-1999,1175.1
1530,22-Nov-1999,1174.4
1531,23-Nov-1999,1173.8
1532,24-Nov-1999,1170.5
1533,25-Nov-1999,1164.1
1534,26-Nov-1999,1159.1
1535,29-Nov-1999,1159.8
1536,30-Nov-1999,1157.5
1537,1-Dec-1999,1159.5
1538,2-Dec-1999,1159.0
1540,6-Dec-1999,1151.1
1541,7-Dec-1999,1151.0
1542,8-Dec-1999,1141.6
1543,9-Dec-1999,1131.3
1544,10-Dec-1999,1130.4
1545,13-Dec-1999,1132.9
1546,14-Dec-1999,1128.6
1547,15-Dec-1999,1132.6
1548,16-Dec-1999,1136.0
1549,17-Dec-1999,1133.6
1550,20-Dec-1999,1129.8
1551,21-Dec-1999,1132.5
1552,22-Dec-1999,1133.1
1553,23-Dec-1999,1132.4
1554,24-Dec-1999,1130.4
1555,27-Dec-1999,1131.9
1556,28-Dec-1999,1133.2
1557,29-Dec-1999,1137.5
1558,30-Dec-1999,1145.4
1561,4-Jan-2000,1134.5
1562,5-Jan-2000,1125.8
1563,6-Jan-2000,1130.1
1564,7-Jan-2000,1139.1
1565,10-Jan-2000,1145.9
1566,11-Jan-2000,1135.3
1567,12-Jan-2000,1137.3
1568,13-Jan-2000,1147.0
1569,14-Jan-2000,1138.5
1570,17-Jan-2000,1127.1
1571,18-Jan-2000,1122.1
1572,19-Jan-2000,1124.4
1573,20-Jan-2000,1128.9
1574,21-Jan-2000,1132.2
1575,24-Jan-2000,1127.6
1576,25-Jan-2000,1126.2
1577,26-Jan-2000,1125.9
1578,27-Jan-2000,1126.8
1579,28-Jan-2000,1126.1
1580,31-Jan-2000,1122.1
1581,1-Feb-2000,1125.4
1582,2-Feb-2000,1125.0
1583,3-Feb-2000,1131.0
1585,7-Feb-2000,1129.0
1586,8-Feb-2000,1129.0
1587,9-Feb-2000,1130.1
1588,10-Feb-2000,1125.5
1589,11-Feb-2000,1121.1
1590,14-Feb-2000,1116.8
1591,15-Feb-2000,1119.7
1592,16-Feb-2000,1127.4
1594,18-Feb-2000,1127.8
1595,21-Feb-2000,1130.2
1596,22-Feb-2000,1131.0
1597,23-Feb-2000,1134.4
1598,24-Feb-2000,1133.7
1599,25-Feb-2000,1139.1
1600,28-Feb-2000,1141.0
1601,29-Feb-2000,1131.8
1603,2-Mar-2000,1132.4
1604,3-Mar-2000,1122.7
1605,6-Mar-2000,1120.9
1606,7-Mar-2000,1120.1
1607,8-Mar-2000,1117.4
1608,9-Mar-2000,1120.1
1609,10-Mar-2000,1120.3
1610,13-Mar-2000,1119.6
1611,14-Mar-2000,1120.8
1612,15-Mar-2000,1120.1
1613,16-Mar-2000,1118.0
1614,17-Mar-2000,1117.6
1615,20-Mar-2000,1117.8
1616,21-Mar-2000,1118.0
1617,22-Mar-2000,1117.8
1618,23-Mar-2000,1114.6
1620,27-Mar-2000,1108.7
1621,28-Mar-2000,1110.2
1622,29-Mar-2000,1111.2
1623,30-Mar-2000,1111.4
1625,3-Apr-2000,1106.4
1626,4-Apr-2000,1111.2
1627,5-Apr-2000,1111.2
1628,6-Apr-2000,1113.2
1629,7-Apr-2000,1113.1
1630,10-Apr-2000,1109.6
1631,11-Apr-2000,1107.8
1632,12-Apr-2000,1109.4
1634,14-Apr-2000,1109.4
1635,17-Apr-2000,1109.9
1636,18-Apr-2000,1114.8
1637,19-Apr-2000,1110.5
1638,20-Apr-2000,1109.1
1639,21-Apr-2000,1109.7
1640,24-Apr-2000,1109.1
1641,25-Apr-2000,1108.4
1642,26-Apr-2000,1108.7
1643,27-Apr-2000,1108.5
1644,28-Apr-2000,1110.4
1645,1-May-2000,1110.3
1646,2-May-2000,1110.3
1647,3-May-2000,1110.3
1648,4-May-2000,1109.6
1649,5-May-2000,1109.6
1650,8-May-2000,1111.0
1651,9-May-2000,1109.8
1652,10-May-2000,1109.6
1653,11-May-2000,1109.6
1654,12-May-2000,1109.4
1655,15-May-2000,1111.9
1656,16-May-2000,1114.1
1657,17-May-2000,1115.4
1658,18-May-2000,1115.0
1659,19-May-2000,1116.9
1660,22-May-2000,1123.0
1661,23-May-2000,1125.7
1662,24-May-2000,1132.8
1663,25-May-2000,1137.2
1664,26-May-2000,1129.6
1665,29-May-2000,1135.2
1666,30-May-2000,1138.5
1667,31-May-2000,1133.8
1668,1-Jun-2000,1133.8
1669,2-Jun-2000,1131.9
1672,7-Jun-2000,1119.5
1674,9-Jun-2000,1114.5
1678,15-Jun-2000,1115.2
1685,26-Jun-2000,1119.7
1686,27-Jun-2000,1118.7
1687,28-Jun-2000,1117.9
1691,4-Jul-2000,1113.2
1692,5-Jul-2000,1114.6
1694,7-Jul-2000,1118.9
1695,10-Jul-2000,1117.0
1696,11-Jul-2000,1118.7
1697,12-Jul-2000,1116.3
1701,18-Jul-2000,1112.4
1706,25-Jul-2000,1113.4
1881,28-Mar-2001,1307.5
1882,29-Mar-2001,1303.3
1883,30-Mar-2001,1314.0
1884,2-Apr-2001,1328.0
1885,3-Apr-2001,1342.3
1886,4-Apr-2001,1345.4
1888,6-Apr-2001,1351.5
1889,9-Apr-2001,1346.8
1890,10-Apr-2001,1340.6
1891,11-Apr-2001,1337.5
1892,12-Apr-2001,1322.5
1893,13-Apr-2001,1325.1
1894,16-Apr-2001,1322.8
1895,17-Apr-2001,1331.7
1896,18-Apr-2001,1324.2
1897,19-Apr-2001,1313.7
1898,20-Apr-2001,1298.6
1899,23-Apr-2001,1309.2
1900,24-Apr-2001,1314.5
1901,25-Apr-2001,1310.3
1902,26-Apr-2001,1310.6
1903,27-Apr-2001,1309.8
1904,30-Apr-2001,1324.7
1906,2-May-2001,1321.1
1907,3-May-2001,1304.5
1908,4-May-2001,1295.3
1909,7-May-2001,1293.1
1910,8-May-2001,1302.2
1911,9-May-2001,1298.1
1912,10-May-2001,1303.6
1913,11-May-2001,1306.2
1914,14-May-2001,1301.7
1915,15-May-2001,1297.4
1916,16-May-2001,1304.0
1917,17-May-2001,1307.2
1918,18-May-2001,1302.5
1919,21-May-2001,1299.2
1920,22-May-2001,1302.9
1921,23-May-2001,1294.8
1922,24-May-2001,1286.6
1923,25-May-2001,1280.8
1924,28-May-2001,1288.5
1925,29-May-2001,1295.3
1926,30-May-2001,1294.1
1927,31-May-2001,1292.9
1928,1-Jun-2001,1286.0
1929,4-Jun-2001,1282.2
1930,5-Jun-2001,1285.3
1932,7-Jun-2001,1285.9
1933,8-Jun-2001,1287.8
1934,11-Jun-2001,1285.8
1935,12-Jun-2001,1289.6
1936,13-Jun-2001,1290.3
1937,14-Jun-2001,1292.1
1938,15-Jun-2001,1291.7
1939,18-Jun-2001,1292.0
1940,19-Jun-2001,1299.8
1941,20-Jun-2001,1304.3
1942,21-Jun-2001,1298.0
1943,22-Jun-2001,1301.9
1944,25-Jun-2001,1304.2
1945,26-Jun-2001,1302.9
1946,27-Jun-2001,1298.9
1947,28-Jun-2001,1299.8
1948,29-Jun-2001,1302.3
1949,2-Jul-2001,1300.7
1950,3-Jul-2001,1300.3
1951,4-Jul-2001,1295.3
1952,5-Jul-2001,1295.5
1953,6-Jul-2001,1295.0
1954,9-Jul-2001,1295.5
1955,10-Jul-2001,1296.6
1956,11-Jul-2001,1297.7
1957,12-Jul-2001,1307.4
1958,13-Jul-2001,1307.2
1959,16-Jul-2001,1304.0
1961,18-Jul-2001,1311.6
1962,19-Jul-2001,1310.1
1963,20-Jul-2001,1305.9
1964,23-Jul-2001,1303.7
1965,24-Jul-2001,1308.6
1966,25-Jul-2001,1312.1
1967,26-Jul-2001,1308.7
1968,27-Jul-2001,1302.2
1969,30-Jul-2001,1301.1
1970,31-Jul-2001,1301.4
1971,1-Aug-2001,1302.5
1972,2-Aug-2001,1297.7
1973,3-Aug-2001,1291.3
1974,6-Aug-2001,1283.8
1975,7-Aug-2001,1287.5
1976,8-Aug-2001,1288.6
1977,9-Aug-2001,1285.7
1982,16-Aug-2001,1288.0
1983,17-Aug-2001,1278.5
1984,20-Aug-2001,1283.4
1985,21-Aug-2001,1286.9
1986,22-Aug-2001,1286.1
1987,23-Aug-2001,1282.4
1989,27-Aug-2001,1282.0
1990,28-Aug-2001,1280.7
1991,29-Aug-2001,1279.4
1992,30-Aug-2001,1281.8
1993,31-Aug-2001,1283.8
1994,3-Sep-2001,1282.1
1995,4-Sep-2001,1280.1
1996,5-Sep-2001,1280.2
1997,6-Sep-2001,1282.8
1998,7-Sep-2001,1286.6
1999,10-Sep-2001,1287.6
2000,11-Sep-2001,1288.7
2001,12-Sep-2001,1295.2
2002,13-Sep-2001,1285.2
2003,14-Sep-2001,1289.4
2004,17-Sep-2001,1296.7
2005,18-Sep-2001,1297.5
2006,19-Sep-2001,1297.8
2007,20-Sep-2001,1296.0
2008,21-Sep-2001,1298.7
2009,24-Sep-2001,1298.0
2010,25-Sep-2001,1307.2
2011,26-Sep-2001,1306.5
2012,27-Sep-2001,1306.7
2013,28-Sep-2001,1305.9
2017,4-Oct-2001,1309.1
2018,5-Oct-2001,1313.9
2019,8-Oct-2001,1312.9
2020,9-Oct-2001,1311.8
2021,10-Oct-2001,1308.7
2022,11-Oct-2001,1307.4
2023,12-Oct-2001,1302.8
2024,15-Oct-2001,1299.9
2025,16-Oct-2001,1296.4
2026,17-Oct-2001,1296.8
2027,18-Oct-2001,1302.6
2028,19-Oct-2001,1299.0
2029,22-Oct-2001,1301.2
2030,23-Oct-2001,1303.0
2031,24-Oct-2001,1304.3
2032,25-Oct-2001,1300.4
2033,26-Oct-2001,1296.2
2034,29-Oct-2001,1296.0
2035,30-Oct-2001,1294.0
2036,31-Oct-2001,1296.1
2037,1-Nov-2001,1297.0
2038,2-Nov-2001,1296.8
2039,5-Nov-2001,1296.6
2040,6-Nov-2001,1296.2
2041,7-Nov-2001,1295.9
2042,8-Nov-2001,1292.8
2043,9-Nov-2001,1289.3
2045,12-Nov-2001,1282.5
2046,13-Nov-2001,1284.3
2047,14-Nov-2001,1285.3
2048,15-Nov-2001,1284.8
2049,16-Nov-2001,1283.1
2050,19-Nov-2001,1283.4
2051,20-Nov-2001,1283.9
2052,21-Nov-2001,1283.1
2053,22-Nov-2001,1281.5
2054,23-Nov-2001,1278.7
2055,26-Nov-2001,1275.6
2056,27-Nov-2001,1266.3
2057,28-Nov-2001,1265.2
2058,29-Nov-2001,1269.7
2059,30-Nov-2001,1274.0
2060,3-Dec-2001,1269.7
2061,4-Dec-2001,1272.4
2062,5-Dec-2001,1271.9
2063,6-Dec-2001,1271.0
2064,7-Dec-2001,1268.4
2065,10-Dec-2001,1273.3
2066,11-Dec-2001,1280.4
2067,12-Dec-2001,1280.1
2068,13-Dec-2001,1274.4
2069,14-Dec-2001,1274.0
2070,17-Dec-2001,1281.1
2071,18-Dec-2001,1292.5
2072,19-Dec-2001,1292.7
2073,20-Dec-2001,1291.4
2075,24-Dec-2001,1311.0
2077,26-Dec-2001,1308.0
2078,27-Dec-2001,1317.6
2080,31-Dec-2001,1326.1
2082,2-Jan-2002,1314.6
2083,3-Jan-2002,1320.4
2084,4-Jan-2002,1317.2
2085,7-Jan-2002,1307.7
2086,8-Jan-2002,1302.9
2087,9-Jan-2002,1309.5
2088,10-Jan-2002,1314.3
2089,11-Jan-2002,1314.2
2090,14-Jan-2002,1311.4
2091,15-Jan-2002,1311.6
2092,16-Jan-2002,1316.6
2093,17-Jan-2002,1317.8
2094,18-Jan-2002,1319.9
2095,21-Jan-2002,1320.0
2096,22-Jan-2002,1320.8
2097,23-Jan-2002,1326.6
2098,24-Jan-2002,1332.3
2099,25-Jan-2002,1331.9
2100,28-Jan-2002,1328.6
2101,29-Jan-2002,1322.3
2102,30-Jan-2002,1314.6
2103,31-Jan-2002,1314.8
2104,1-Feb-2002,1308.5
2105,4-Feb-2002,1319.6
